location_id,report_id
OREGON,OREGON|2023|4
WASHINGTON,WASHINGTON|2023|4
NON-US RESIDENTS,NON-US RESIDENTS|2023|4
MAINE,MAINE|2023|5
VERMONT,VERMONT|2023|5
NEW JERSEY,NEW JERSEY|2023|5
NEW YORK,NEW YORK|2023|5
PENNSYLVANIA,PENNSYLVANIA|2023|5
ILLINOIS,ILLINOIS|2023|5
INDIANA,INDIANA|2023|5
MICHIGAN,MICHIGAN|2023|5
OHIO,OHIO|2023|5
WISCONSIN,WISCONSIN|2023|5
IOWA,IOWA|2023|5
KANSAS,KANSAS|2023|5
MINNESOTA,MINNESOTA|2023|5
MISSOURI,MISSOURI|2023|5
SOUTH DAKOTA,SOUTH DAKOTA|2023|5
DELAWARE,DELAWARE|2023|5
FLORIDA,FLORIDA|2023|5
NORTH CAROLINA,NORTH CAROLINA|2023|5
SOUTH CAROLINA,SOUTH CAROLINA|2023|5
VIRGINIA,VIRGINIA|2023|5
WEST VIRGINIA,WEST VIRGINIA|2023|5
ALABAMA,ALABAMA|2023|5
KENTUCKY,KENTUCKY|2023|5
MISSISSIPPI,MISSISSIPPI|2023|5
TENNESSEE,TENNESSEE|2023|5
ARKANSAS,ARKANSAS|2023|5
OKLAHOMA,OKLAHOMA|2023|5
ARIZONA,ARIZONA|2023|5
COLORADO,COLORADO|2023|5
IDAHO,IDAHO|2023|5
MONTANA,MONTANA|2023|5
NEVADA,NEVADA|2023|5
NEW MEXICO,NEW MEXICO|2023|5
UTAH,UTAH|2023|5
WYOMING,WYOMING|2023|5
ALASKA,ALASKA|2023|5
CALIFORNIA,CALIFORNIA|2023|5
OREGON,OREGON|2023|5
WASHINGTON,WASHINGTON|2023|5
MAINE,MAINE|2023|6
RHODE ISLAND,RHODE ISLAND|2023|6
VERMONT,VERMONT|2023|6
NEW JERSEY,NEW JERSEY|2023|6
NEW YORK,NEW YORK|2023|6
PENNSYLVANIA,PENNSYLVANIA|2023|6
ILLINOIS,ILLINOIS|2023|6
INDIANA,INDIANA|2023|6
MICHIGAN,MICHIGAN|2023|6
WISCONSIN,WISCONSIN|2023|6
IOWA,IOWA|2023|6
KANSAS,KANSAS|2023|6
MINNESOTA,MINNESOTA|2023|6
MISSOURI,MISSOURI|2023|6
SOUTH DAKOTA,SOUTH DAKOTA|2023|6
DELAWARE,DELAWARE|2023|6
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|6
FLORIDA,FLORIDA|2023|6
GEORGIA,GEORGIA|2023|6
NORTH CAROLINA,NORTH CAROLINA|2023|6
SOUTH CAROLINA,SOUTH CAROLINA|2023|6
VIRGINIA,VIRGINIA|2023|6
WEST VIRGINIA,WEST VIRGINIA|2023|6
ALABAMA,ALABAMA|2023|6
KENTUCKY,KENTUCKY|2023|6
MISSISSIPPI,MISSISSIPPI|2023|6
TENNESSEE,TENNESSEE|2023|6
ARKANSAS,ARKANSAS|2023|6
LOUISIANA,LOUISIANA|2023|6
OKLAHOMA,OKLAHOMA|2023|6
ARIZONA,ARIZONA|2023|6
COLORADO,COLORADO|2023|6
IDAHO,IDAHO|2023|6
NEVADA,NEVADA|2023|6
UTAH,UTAH|2023|6
WYOMING,WYOMING|2023|6
ALASKA,ALASKA|2023|6
CALIFORNIA,CALIFORNIA|2023|6
OREGON,OREGON|2023|6
WASHINGTON,WASHINGTON|2023|6
NON-US RESIDENTS,NON-US RESIDENTS|2023|6
MAINE,MAINE|2023|7
VERMONT,VERMONT|2023|7
NEW JERSEY,NEW JERSEY|2023|7
NEW YORK,NEW YORK|2023|7
PENNSYLVANIA,PENNSYLVANIA|2023|7
ILLINOIS,ILLINOIS|2023|7
INDIANA,INDIANA|2023|7
MICHIGAN,MICHIGAN|2023|7
OHIO,OHIO|2023|7
WISCONSIN,WISCONSIN|2023|7
IOWA,IOWA|2023|7
KANSAS,KANSAS|2023|7
MINNESOTA,MINNESOTA|2023|7
MISSOURI,MISSOURI|2023|7
SOUTH DAKOTA,SOUTH DAKOTA|2023|7
DELAWARE,DELAWARE|2023|7
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|7
FLORIDA,FLORIDA|2023|7
NORTH CAROLINA,NORTH CAROLINA|2023|7
SOUTH CAROLINA,SOUTH CAROLINA|2023|7
VIRGINIA,VIRGINIA|2023|7
WEST VIRGINIA,WEST VIRGINIA|2023|7
ALABAMA,ALABAMA|2023|7
KENTUCKY,KENTUCKY|2023|7
MISSISSIPPI,MISSISSIPPI|2023|7
ARKANSAS,ARKANSAS|2023|7
ARIZONA,ARIZONA|2023|7
COLORADO,COLORADO|2023|7
IDAHO,IDAHO|2023|7
MONTANA,MONTANA|2023|7
NEVADA,NEVADA|2023|7
NEW MEXICO,NEW MEXICO|2023|7
UTAH,UTAH|2023|7
ALASKA,ALASKA|2023|7
CALIFORNIA,CALIFORNIA|2023|7
OREGON,OREGON|2023|7
WASHINGTON,WASHINGTON|2023|7
MAINE,MAINE|2023|8
VERMONT,VERMONT|2023|8
NEW JERSEY,NEW JERSEY|2023|8
NEW YORK,NEW YORK|2023|8
PENNSYLVANIA,PENNSYLVANIA|2023|8
ILLINOIS,ILLINOIS|2023|8
INDIANA,INDIANA|2023|8
MICHIGAN,MICHIGAN|2023|8
OHIO,OHIO|2023|8
WISCONSIN,WISCONSIN|2023|8
IOWA,IOWA|2023|8
KANSAS,KANSAS|2023|8
MINNESOTA,MINNESOTA|2023|8
MISSOURI,MISSOURI|2023|8
SOUTH DAKOTA,SOUTH DAKOTA|2023|8
DELAWARE,DELAWARE|2023|8
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|8
FLORIDA,FLORIDA|2023|8
GEORGIA,GEORGIA|2023|8
NORTH CAROLINA,NORTH CAROLINA|2023|8
SOUTH CAROLINA,SOUTH CAROLINA|2023|8
VIRGINIA,VIRGINIA|2023|8
WEST VIRGINIA,WEST VIRGINIA|2023|8
ALABAMA,ALABAMA|2023|8
KENTUCKY,KENTUCKY|2023|8
MISSISSIPPI,MISSISSIPPI|2023|8
TENNESSEE,TENNESSEE|2023|8
ARKANSAS,ARKANSAS|2023|8
LOUISIANA,LOUISIANA|2023|8
OKLAHOMA,OKLAHOMA|2023|8
ARIZONA,ARIZONA|2023|8
IDAHO,IDAHO|2023|8
MONTANA,MONTANA|2023|8
NEVADA,NEVADA|2023|8
NEW MEXICO,NEW MEXICO|2023|8
UTAH,UTAH|2023|8
WYOMING,WYOMING|2023|8
ALASKA,ALASKA|2023|8
CALIFORNIA,CALIFORNIA|2023|8
OREGON,OREGON|2023|8
WASHINGTON,WASHINGTON|2023|8
NON-US RESIDENTS,NON-US RESIDENTS|2023|8
MAINE,MAINE|2023|9
NEW JERSEY,NEW JERSEY|2023|9
NEW YORK,NEW YORK|2023|9
PENNSYLVANIA,PENNSYLVANIA|2023|9
ILLINOIS,ILLINOIS|2023|9
INDIANA,INDIANA|2023|9
MICHIGAN,MICHIGAN|2023|9
OHIO,OHIO|2023|9
WISCONSIN,WISCONSIN|2023|9
IOWA,IOWA|2023|9
KANSAS,KANSAS|2023|9
MINNESOTA,MINNESOTA|2023|9
MISSOURI,MISSOURI|2023|9
NORTH DAKOTA,NORTH DAKOTA|2023|9
SOUTH DAKOTA,SOUTH DAKOTA|2023|9
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|9
FLORIDA,FLORIDA|2023|9
GEORGIA,GEORGIA|2023|9
NORTH CAROLINA,NORTH CAROLINA|2023|9
SOUTH CAROLINA,SOUTH CAROLINA|2023|9
VIRGINIA,VIRGINIA|2023|9
WEST VIRGINIA,WEST VIRGINIA|2023|9
ALABAMA,ALABAMA|2023|9
KENTUCKY,KENTUCKY|2023|9
MISSISSIPPI,MISSISSIPPI|2023|9
ARKANSAS,ARKANSAS|2023|9
LOUISIANA,LOUISIANA|2023|9
OKLAHOMA,OKLAHOMA|2023|9
ARIZONA,ARIZONA|2023|9
IDAHO,IDAHO|2023|9
MONTANA,MONTANA|2023|9
NEVADA,NEVADA|2023|9
NEW MEXICO,NEW MEXICO|2023|9
UTAH,UTAH|2023|9
ALASKA,ALASKA|2023|9
CALIFORNIA,CALIFORNIA|2023|9
OREGON,OREGON|2023|9
WASHINGTON,WASHINGTON|2023|9
NON-US RESIDENTS,NON-US RESIDENTS|2023|9
MAINE,MAINE|2023|10
MASSACHUSETTS,MASSACHUSETTS|2023|10
VERMONT,VERMONT|2023|10
NEW JERSEY,NEW JERSEY|2023|10
NEW YORK,NEW YORK|2023|10
PENNSYLVANIA,PENNSYLVANIA|2023|10
ILLINOIS,ILLINOIS|2023|10
INDIANA,INDIANA|2023|10
MICHIGAN,MICHIGAN|2023|10
OHIO,OHIO|2023|10
WISCONSIN,WISCONSIN|2023|10
IOWA,IOWA|2023|10
KANSAS,KANSAS|2023|10
MINNESOTA,MINNESOTA|2023|10
MISSOURI,MISSOURI|2023|10
SOUTH DAKOTA,SOUTH DAKOTA|2023|10
DELAWARE,DELAWARE|2023|10
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|10
FLORIDA,FLORIDA|2023|10
GEORGIA,GEORGIA|2023|10
NORTH CAROLINA,NORTH CAROLINA|2023|10
SOUTH CAROLINA,SOUTH CAROLINA|2023|10
VIRGINIA,VIRGINIA|2023|10
WEST VIRGINIA,WEST VIRGINIA|2023|10
ALABAMA,ALABAMA|2023|10
KENTUCKY,KENTUCKY|2023|10
MISSISSIPPI,MISSISSIPPI|2023|10
TENNESSEE,TENNESSEE|2023|10
ARKANSAS,ARKANSAS|2023|10
LOUISIANA,LOUISIANA|2023|10
OKLAHOMA,OKLAHOMA|2023|10
ARIZONA,ARIZONA|2023|10
COLORADO,COLORADO|2023|10
IDAHO,IDAHO|2023|10
MONTANA,MONTANA|2023|10
NEVADA,NEVADA|2023|10
NEW MEXICO,NEW MEXICO|2023|10
UTAH,UTAH|2023|10
WYOMING,WYOMING|2023|10
ALASKA,ALASKA|2023|10
CALIFORNIA,CALIFORNIA|2023|10
OREGON,OREGON|2023|10
WASHINGTON,WASHINGTON|2023|10
MAINE,MAINE|2023|11
MASSACHUSETTS,MASSACHUSETTS|2023|11
VERMONT,VERMONT|2023|11
NEW JERSEY,NEW JERSEY|2023|11
NEW YORK,NEW YORK|2023|11
PENNSYLVANIA,PENNSYLVANIA|2023|11
ILLINOIS,ILLINOIS|2023|11
INDIANA,INDIANA|2023|11
MICHIGAN,MICHIGAN|2023|11
OHIO,OHIO|2023|11
WISCONSIN,WISCONSIN|2023|11
IOWA,IOWA|2023|11
KANSAS,KANSAS|2023|11
MINNESOTA,MINNESOTA|2023|11
MISSOURI,MISSOURI|2023|11
NEBRASKA,NEBRASKA|2023|11
SOUTH DAKOTA,SOUTH DAKOTA|2023|11
DELAWARE,DELAWARE|2023|11
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|11
FLORIDA,FLORIDA|2023|11
NORTH CAROLINA,NORTH CAROLINA|2023|11
SOUTH CAROLINA,SOUTH CAROLINA|2023|11
VIRGINIA,VIRGINIA|2023|11
WEST VIRGINIA,WEST VIRGINIA|2023|11
ALABAMA,ALABAMA|2023|11
KENTUCKY,KENTUCKY|2023|11
MISSISSIPPI,MISSISSIPPI|2023|11
ARKANSAS,ARKANSAS|2023|11
LOUISIANA,LOUISIANA|2023|11
OKLAHOMA,OKLAHOMA|2023|11
ARIZONA,ARIZONA|2023|11
IDAHO,IDAHO|2023|11
MONTANA,MONTANA|2023|11
NEVADA,NEVADA|2023|11
NEW MEXICO,NEW MEXICO|2023|11
UTAH,UTAH|2023|11
WYOMING,WYOMING|2023|11
ALASKA,ALASKA|2023|11
CALIFORNIA,CALIFORNIA|2023|11
OREGON,OREGON|2023|11
WASHINGTON,WASHINGTON|2023|11
NON-US RESIDENTS,NON-US RESIDENTS|2023|11
MAINE,MAINE|2023|13
VERMONT,VERMONT|2023|13
NEW JERSEY,NEW JERSEY|2023|13
NEW YORK,NEW YORK|2023|13
PENNSYLVANIA,PENNSYLVANIA|2023|13
ILLINOIS,ILLINOIS|2023|13
INDIANA,INDIANA|2023|13
MICHIGAN,MICHIGAN|2023|13
OHIO,OHIO|2023|13
WISCONSIN,WISCONSIN|2023|13
IOWA,IOWA|2023|13
KANSAS,KANSAS|2023|13
MINNESOTA,MINNESOTA|2023|13
MISSOURI,MISSOURI|2023|13
NEBRASKA,NEBRASKA|2023|13
SOUTH DAKOTA,SOUTH DAKOTA|2023|13
DELAWARE,DELAWARE|2023|13
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|13
FLORIDA,FLORIDA|2023|13
GEORGIA,GEORGIA|2023|13
NORTH CAROLINA,NORTH CAROLINA|2023|13
SOUTH CAROLINA,SOUTH CAROLINA|2023|13
VIRGINIA,VIRGINIA|2023|13
WEST VIRGINIA,WEST VIRGINIA|2023|13
ALABAMA,ALABAMA|2023|13
KENTUCKY,KENTUCKY|2023|13
MISSISSIPPI,MISSISSIPPI|2023|13
TENNESSEE,TENNESSEE|2023|13
ARKANSAS,ARKANSAS|2023|13
LOUISIANA,LOUISIANA|2023|13
OKLAHOMA,OKLAHOMA|2023|13
ARIZONA,ARIZONA|2023|13
COLORADO,COLORADO|2023|13
IDAHO,IDAHO|2023|13
MONTANA,MONTANA|2023|13
NEW MEXICO,NEW MEXICO|2023|13
UTAH,UTAH|2023|13
WYOMING,WYOMING|2023|13
ALASKA,ALASKA|2023|13
CALIFORNIA,CALIFORNIA|2023|13
OREGON,OREGON|2023|13
WASHINGTON,WASHINGTON|2023|13
MAINE,MAINE|2023|14
MASSACHUSETTS,MASSACHUSETTS|2023|14
VERMONT,VERMONT|2023|14
NEW JERSEY,NEW JERSEY|2023|14
NEW YORK,NEW YORK|2023|14
PENNSYLVANIA,PENNSYLVANIA|2023|14
ILLINOIS,ILLINOIS|2023|14
INDIANA,INDIANA|2023|14
MICHIGAN,MICHIGAN|2023|14
OHIO,OHIO|2023|14
WISCONSIN,WISCONSIN|2023|14
IOWA,IOWA|2023|14
KANSAS,KANSAS|2023|14
MINNESOTA,MINNESOTA|2023|14
MISSOURI,MISSOURI|2023|14
NEBRASKA,NEBRASKA|2023|14
SOUTH DAKOTA,SOUTH DAKOTA|2023|14
DELAWARE,DELAWARE|2023|14
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|14
FLORIDA,FLORIDA|2023|14
GEORGIA,GEORGIA|2023|14
NORTH CAROLINA,NORTH CAROLINA|2023|14
SOUTH CAROLINA,SOUTH CAROLINA|2023|14
VIRGINIA,VIRGINIA|2023|14
WEST VIRGINIA,WEST VIRGINIA|2023|14
ALABAMA,ALABAMA|2023|14
KENTUCKY,KENTUCKY|2023|14
MISSISSIPPI,MISSISSIPPI|2023|14
LOUISIANA,LOUISIANA|2023|14
OKLAHOMA,OKLAHOMA|2023|14
ARIZONA,ARIZONA|2023|14
COLORADO,COLORADO|2023|14
IDAHO,IDAHO|2023|14
MONTANA,MONTANA|2023|14
NEVADA,NEVADA|2023|14
NEW MEXICO,NEW MEXICO|2023|14
UTAH,UTAH|2023|14
WYOMING,WYOMING|2023|14
ALASKA,ALASKA|2023|14
CALIFORNIA,CALIFORNIA|2023|14
OREGON,OREGON|2023|14
WASHINGTON,WASHINGTON|2023|14
NON-US RESIDENTS,NON-US RESIDENTS|2023|14
MAINE,MAINE|2023|15
VERMONT,VERMONT|2023|15
NEW JERSEY,NEW JERSEY|2023|15
NEW YORK,NEW YORK|2023|15
PENNSYLVANIA,PENNSYLVANIA|2023|15
ILLINOIS,ILLINOIS|2023|15
INDIANA,INDIANA|2023|15
MICHIGAN,MICHIGAN|2023|15
OHIO,OHIO|2023|15
WISCONSIN,WISCONSIN|2023|15
IOWA,IOWA|2023|15
KANSAS,KANSAS|2023|15
MINNESOTA,MINNESOTA|2023|15
MISSOURI,MISSOURI|2023|15
NEBRASKA,NEBRASKA|2023|15
NORTH DAKOTA,NORTH DAKOTA|2023|15
SOUTH DAKOTA,SOUTH DAKOTA|2023|15
DELAWARE,DELAWARE|2023|15
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|15
FLORIDA,FLORIDA|2023|15
GEORGIA,GEORGIA|2023|15
NORTH CAROLINA,NORTH CAROLINA|2023|15
SOUTH CAROLINA,SOUTH CAROLINA|2023|15
VIRGINIA,VIRGINIA|2023|15
WEST VIRGINIA,WEST VIRGINIA|2023|15
ALABAMA,ALABAMA|2023|15
KENTUCKY,KENTUCKY|2023|15
MISSISSIPPI,MISSISSIPPI|2023|15
TENNESSEE,TENNESSEE|2023|15
ARKANSAS,ARKANSAS|2023|15
LOUISIANA,LOUISIANA|2023|15
OKLAHOMA,OKLAHOMA|2023|15
ARIZONA,ARIZONA|2023|15
COLORADO,COLORADO|2023|15
IDAHO,IDAHO|2023|15
MONTANA,MONTANA|2023|15
NEVADA,NEVADA|2023|15
NEW MEXICO,NEW MEXICO|2023|15
UTAH,UTAH|2023|15
WYOMING,WYOMING|2023|15
ALASKA,ALASKA|2023|15
CALIFORNIA,CALIFORNIA|2023|15
OREGON,OREGON|2023|15
WASHINGTON,WASHINGTON|2023|15
MAINE,MAINE|2023|16
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|16
NEW JERSEY,NEW JERSEY|2023|16
NEW YORK,NEW YORK|2023|16
PENNSYLVANIA,PENNSYLVANIA|2023|16
ILLINOIS,ILLINOIS|2023|16
INDIANA,INDIANA|2023|16
MICHIGAN,MICHIGAN|2023|16
OHIO,OHIO|2023|16
WISCONSIN,WISCONSIN|2023|16
IOWA,IOWA|2023|16
KANSAS,KANSAS|2023|16
MINNESOTA,MINNESOTA|2023|16
NEBRASKA,NEBRASKA|2023|16
NORTH DAKOTA,NORTH DAKOTA|2023|16
SOUTH DAKOTA,SOUTH DAKOTA|2023|16
DELAWARE,DELAWARE|2023|16
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|16
FLORIDA,FLORIDA|2023|16
GEORGIA,GEORGIA|2023|16
NORTH CAROLINA,NORTH CAROLINA|2023|16
SOUTH CAROLINA,SOUTH CAROLINA|2023|16
VIRGINIA,VIRGINIA|2023|16
WEST VIRGINIA,WEST VIRGINIA|2023|16
ALABAMA,ALABAMA|2023|16
KENTUCKY,KENTUCKY|2023|16
MISSISSIPPI,MISSISSIPPI|2023|16
TENNESSEE,TENNESSEE|2023|16
ARKANSAS,ARKANSAS|2023|16
LOUISIANA,LOUISIANA|2023|16
OKLAHOMA,OKLAHOMA|2023|16
ARIZONA,ARIZONA|2023|16
IDAHO,IDAHO|2023|16
MONTANA,MONTANA|2023|16
NEVADA,NEVADA|2023|16
NEW MEXICO,NEW MEXICO|2023|16
UTAH,UTAH|2023|16
WYOMING,WYOMING|2023|16
ALASKA,ALASKA|2023|16
CALIFORNIA,CALIFORNIA|2023|16
OREGON,OREGON|2023|16
WASHINGTON,WASHINGTON|2023|16
MAINE,MAINE|2023|17
MASSACHUSETTS,MASSACHUSETTS|2023|17
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|17
VERMONT,VERMONT|2023|17
NEW JERSEY,NEW JERSEY|2023|17
NEW YORK,NEW YORK|2023|17
PENNSYLVANIA,PENNSYLVANIA|2023|17
ILLINOIS,ILLINOIS|2023|17
INDIANA,INDIANA|2023|17
MICHIGAN,MICHIGAN|2023|17
OHIO,OHIO|2023|17
WISCONSIN,WISCONSIN|2023|17
IOWA,IOWA|2023|17
KANSAS,KANSAS|2023|17
MINNESOTA,MINNESOTA|2023|17
MISSOURI,MISSOURI|2023|17
NEBRASKA,NEBRASKA|2023|17
SOUTH DAKOTA,SOUTH DAKOTA|2023|17
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|17
FLORIDA,FLORIDA|2023|17
NORTH CAROLINA,NORTH CAROLINA|2023|17
SOUTH CAROLINA,SOUTH CAROLINA|2023|17
VIRGINIA,VIRGINIA|2023|17
WEST VIRGINIA,WEST VIRGINIA|2023|17
ALABAMA,ALABAMA|2023|17
KENTUCKY,KENTUCKY|2023|17
MISSISSIPPI,MISSISSIPPI|2023|17
TENNESSEE,TENNESSEE|2023|17
ARKANSAS,ARKANSAS|2023|17
LOUISIANA,LOUISIANA|2023|17
OKLAHOMA,OKLAHOMA|2023|17
TEXAS,TEXAS|2023|17
ARIZONA,ARIZONA|2023|17
IDAHO,IDAHO|2023|17
MONTANA,MONTANA|2023|17
NEVADA,NEVADA|2023|17
NEW MEXICO,NEW MEXICO|2023|17
UTAH,UTAH|2023|17
ALASKA,ALASKA|2023|17
CALIFORNIA,CALIFORNIA|2023|17
OREGON,OREGON|2023|17
WASHINGTON,WASHINGTON|2023|17
MAINE,MAINE|2023|18
MASSACHUSETTS,MASSACHUSETTS|2023|18
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|18
RHODE ISLAND,RHODE ISLAND|2023|18
VERMONT,VERMONT|2023|18
NEW JERSEY,NEW JERSEY|2023|18
NEW YORK,NEW YORK|2023|18
PENNSYLVANIA,PENNSYLVANIA|2023|18
ILLINOIS,ILLINOIS|2023|18
INDIANA,INDIANA|2023|18
MICHIGAN,MICHIGAN|2023|18
OHIO,OHIO|2023|18
WISCONSIN,WISCONSIN|2023|18
IOWA,IOWA|2023|18
KANSAS,KANSAS|2023|18
MINNESOTA,MINNESOTA|2023|18
MISSOURI,MISSOURI|2023|18
SOUTH DAKOTA,SOUTH DAKOTA|2023|18
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|18
FLORIDA,FLORIDA|2023|18
NORTH CAROLINA,NORTH CAROLINA|2023|18
SOUTH CAROLINA,SOUTH CAROLINA|2023|18
VIRGINIA,VIRGINIA|2023|18
WEST VIRGINIA,WEST VIRGINIA|2023|18
ALABAMA,ALABAMA|2023|18
KENTUCKY,KENTUCKY|2023|18
TENNESSEE,TENNESSEE|2023|18
ARKANSAS,ARKANSAS|2023|18
LOUISIANA,LOUISIANA|2023|18
OKLAHOMA,OKLAHOMA|2023|18
ARIZONA,ARIZONA|2023|18
COLORADO,COLORADO|2023|18
IDAHO,IDAHO|2023|18
MONTANA,MONTANA|2023|18
NEVADA,NEVADA|2023|18
NEW MEXICO,NEW MEXICO|2023|18
UTAH,UTAH|2023|18
WYOMING,WYOMING|2023|18
ALASKA,ALASKA|2023|18
CALIFORNIA,CALIFORNIA|2023|18
OREGON,OREGON|2023|18
WASHINGTON,WASHINGTON|2023|18
NON-US RESIDENTS,NON-US RESIDENTS|2023|18
MAINE,MAINE|2023|19
MASSACHUSETTS,MASSACHUSETTS|2023|19
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|19
NEW JERSEY,NEW JERSEY|2023|19
NEW YORK,NEW YORK|2023|19
PENNSYLVANIA,PENNSYLVANIA|2023|19
ILLINOIS,ILLINOIS|2023|19
INDIANA,INDIANA|2023|19
MICHIGAN,MICHIGAN|2023|19
OHIO,OHIO|2023|19
WISCONSIN,WISCONSIN|2023|19
IOWA,IOWA|2023|19
KANSAS,KANSAS|2023|19
MINNESOTA,MINNESOTA|2023|19
MISSOURI,MISSOURI|2023|19
SOUTH DAKOTA,SOUTH DAKOTA|2023|19
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|19
FLORIDA,FLORIDA|2023|19
NORTH CAROLINA,NORTH CAROLINA|2023|19
SOUTH CAROLINA,SOUTH CAROLINA|2023|19
VIRGINIA,VIRGINIA|2023|19
WEST VIRGINIA,WEST VIRGINIA|2023|19
ALABAMA,ALABAMA|2023|19
KENTUCKY,KENTUCKY|2023|19
MISSISSIPPI,MISSISSIPPI|2023|19
ARKANSAS,ARKANSAS|2023|19
LOUISIANA,LOUISIANA|2023|19
OKLAHOMA,OKLAHOMA|2023|19
ARIZONA,ARIZONA|2023|19
IDAHO,IDAHO|2023|19
MONTANA,MONTANA|2023|19
NEVADA,NEVADA|2023|19
UTAH,UTAH|2023|19
WYOMING,WYOMING|2023|19
ALASKA,ALASKA|2023|19
CALIFORNIA,CALIFORNIA|2023|19
OREGON,OREGON|2023|19
WASHINGTON,WASHINGTON|2023|19
MAINE,MAINE|2023|20
MASSACHUSETTS,MASSACHUSETTS|2023|20
NEW HAMPSHIRE,NEW HAMPSHIRE|2023|20
RHODE ISLAND,RHODE ISLAND|2023|20
VERMONT,VERMONT|2023|20
NEW JERSEY,NEW JERSEY|2023|20
NEW YORK,NEW YORK|2023|20
PENNSYLVANIA,PENNSYLVANIA|2023|20
ILLINOIS,ILLINOIS|2023|20
INDIANA,INDIANA|2023|20
MICHIGAN,MICHIGAN|2023|20
OHIO,OHIO|2023|20
WISCONSIN,WISCONSIN|2023|20
IOWA,IOWA|2023|20
KANSAS,KANSAS|2023|20
MINNESOTA,MINNESOTA|2023|20
MISSOURI,MISSOURI|2023|20
NORTH DAKOTA,NORTH DAKOTA|2023|20
SOUTH DAKOTA,SOUTH DAKOTA|2023|20
DELAWARE,DELAWARE|2023|20
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|20
FLORIDA,FLORIDA|2023|20
GEORGIA,GEORGIA|2023|20
NORTH CAROLINA,NORTH CAROLINA|2023|20
SOUTH CAROLINA,SOUTH CAROLINA|2023|20
VIRGINIA,VIRGINIA|2023|20
WEST VIRGINIA,WEST VIRGINIA|2023|20
ALABAMA,ALABAMA|2023|20
KENTUCKY,KENTUCKY|2023|20
MISSISSIPPI,MISSISSIPPI|2023|20
LOUISIANA,LOUISIANA|2023|20
OKLAHOMA,OKLAHOMA|2023|20
ARIZONA,ARIZONA|2023|20
COLORADO,COLORADO|2023|20
IDAHO,IDAHO|2023|20
MONTANA,MONTANA|2023|20
NEVADA,NEVADA|2023|20
NEW MEXICO,NEW MEXICO|2023|20
UTAH,UTAH|2023|20
WYOMING,WYOMING|2023|20
ALASKA,ALASKA|2023|20
CALIFORNIA,CALIFORNIA|2023|20
OREGON,OREGON|2023|20
WASHINGTON,WASHINGTON|2023|20
US TERRITORIES,US TERRITORIES|2023|20
PUERTO RICO,PUERTO RICO|2023|20
MAINE,MAINE|2023|21
MASSACHUSETTS,MASSACHUSETTS|2023|21
RHODE ISLAND,RHODE ISLAND|2023|21
VERMONT,VERMONT|2023|21
NEW YORK,NEW YORK|2023|21
PENNSYLVANIA,PENNSYLVANIA|2023|21
ILLINOIS,ILLINOIS|2023|21
INDIANA,INDIANA|2023|21
MICHIGAN,MICHIGAN|2023|21
OHIO,OHIO|2023|21
WISCONSIN,WISCONSIN|2023|21
IOWA,IOWA|2023|21
KANSAS,KANSAS|2023|21
MINNESOTA,MINNESOTA|2023|21
MISSOURI,MISSOURI|2023|21
SOUTH DAKOTA,SOUTH DAKOTA|2023|21
DELAWARE,DELAWARE|2023|21
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA|2023|21
FLORIDA,FLORIDA|2023|21
GEORGIA,GEORGIA|2023|21
NORTH CAROLINA,NORTH CAROLINA|2023|21
SOUTH CAROLINA,SOUTH CAROLINA|2023|21
VIRGINIA,VIRGINIA|2023|21
WEST VIRGINIA,WEST VIRGINIA|2023|21
ALABAMA,ALABAMA|2023|21
KENTUCKY,KENTUCKY|2023|21
MISSISSIPPI,MISSISSIPPI|2023|21
TENNESSEE,TENNESSEE|2023|21
ARKANSAS,ARKANSAS|2023|21
LOUISIANA,LOUISIANA|2023|21
OKLAHOMA,OKLAHOMA|2023|21
ARIZONA,ARIZONA|2023|21
IDAHO,IDAHO|2023|21
MONTANA,MONTANA|2023|21
NEVADA,NEVADA|2023|21
NEW MEXICO,NEW MEXICO|2023|21
UTAH,UTAH|2023|21
WYOMING,WYOMING|2023|21
ALASKA,ALASKA|2023|21
CALIFORNIA,CALIFORNIA|2023|21
OREGON,OREGON|2023|21
WASHINGTON,WASHINGTON|2023|21
