CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,GEOID,latitude,longitude,state
28113950700,Mississippi,Pike County,0,4220,1623,0,54,1.28,1,1,0,0,0,1,28.3,40474.0,1,1,0,0,0,1,0,0,520.0,520.0,,371.0,371.0,,4220.0,100.0,2644.0,62.66,1070.0,25.36,683.0,16.18,2099.0,49.74,2053.0,48.65,5.0,0.12,0.0,0.0,17.0,0.4,46.0,1.09,45.0,1.07,71.0,4.37,300.0,18.51,4220.0,100.0,2644.0,62.66,1070.0,25.36,683.0,16.18,2099.0,49.74,2053.0,48.65,5.0,0.12,0.0,0.0,17.0,0.4,46.0,1.09,45.0,1.07,71.0,4.37,300.0,18.51,520.0,12.33,371.0,8.8,155.0,3.68,69.0,1.64,210.0,4.98,296.0,7.01,0.0,0.0,0.0,0.0,1.0,0.03,13.0,0.32,3.0,0.08,7.0,0.45,38.0,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,1070,683,2099,2053,5,0,17,46,45,73,295,28113950700,31.05307419511736,-90.41084959075654,Mississippi
28115950101,Mississippi,Pontotoc County,0,4139,1594,0,0,0.0,0,0,0,0,1,0,12.6,52663.0,0,0,0,0,0,0,0,1,,,,,,,4139.0,100.0,1574.0,38.02,994.0,24.02,550.0,13.29,2756.0,66.59,1268.0,30.64,8.0,0.19,0.0,0.0,11.0,0.27,96.0,2.32,91.0,2.2,160.0,10.02,220.0,13.79,4139.0,100.0,1574.0,38.02,994.0,24.02,550.0,13.29,2756.0,66.59,1268.0,30.64,8.0,0.19,0.0,0.0,11.0,0.27,96.0,2.32,91.0,2.2,160.0,10.02,220.0,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552,994,550,2756,1268,8,0,11,96,91,148,205,28115950101,34.29307274740093,-88.88333764414355,Mississippi
28115950102,Mississippi,Pontotoc County,0,5725,2048,0,111,1.94,0,0,0,0,0,1,20.4,39736.0,0,0,0,0,0,0,0,0,,,,,,,5660.0,98.86,2831.0,49.45,1635.0,28.57,615.0,10.75,4492.0,78.47,489.0,8.54,10.0,0.17,4.0,0.07,8.0,0.14,656.0,11.46,722.0,12.62,54.0,2.62,418.0,20.41,5406.0,94.42,2705.0,47.25,1524.0,26.61,598.0,10.44,4308.0,75.24,448.0,7.83,10.0,0.17,4.0,0.07,7.0,0.13,629.0,10.98,693.0,12.1,53.0,2.6,404.0,19.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2920,1649,623,4550,490,10,4,8,663,729,58,427,28115950102,34.32705982184025,-88.99754069112538,Mississippi
28115950200,Mississippi,Pontotoc County,0,4637,1690,0,0,0.0,1,1,0,0,0,1,21.7,60957.0,1,1,0,0,0,1,0,0,1065.0,1065.0,,347.0,347.0,,4637.0,100.0,1687.0,36.38,1252.0,27.0,594.0,12.81,4197.0,90.51,244.0,5.26,2.0,0.04,5.0,0.11,13.0,0.28,176.0,3.8,187.0,4.03,94.0,5.54,219.0,12.98,4637.0,100.0,1687.0,36.38,1252.0,27.0,594.0,12.81,4197.0,90.51,244.0,5.26,2.0,0.04,5.0,0.11,13.0,0.28,176.0,3.8,187.0,4.03,94.0,5.54,219.0,12.98,1065.0,22.97,347.0,7.48,248.0,5.35,161.0,3.47,949.0,20.47,87.0,1.89,0.0,0.0,0.0,0.0,6.0,0.12,22.0,0.48,20.0,0.42,26.0,1.52,53.0,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,2059,1252,594,4197,244,2,5,13,176,187,98,229,28115950200,34.30432920507296,-89.15970987130989,Mississippi
28115950300,Mississippi,Pontotoc County,1,5592,2148,0,125,2.24,0,0,0,0,1,0,17.8,52576.0,1,1,1,1,1,0,0,1,2951.0,4723.0,2951.0,1257.0,2087.0,1257.0,4723.0,84.46,2087.0,37.33,1306.0,23.36,712.0,12.73,3322.0,59.4,943.0,16.86,15.0,0.27,1.0,0.02,14.0,0.25,429.0,7.67,524.0,9.37,112.0,5.23,345.0,16.07,2951.0,52.76,1257.0,22.48,797.0,14.24,433.0,7.74,1958.0,35.02,658.0,11.77,11.0,0.2,1.0,0.02,6.0,0.11,315.0,5.64,375.0,6.71,68.0,3.16,212.0,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508,1506,877,3941,1112,17,2,20,500,606,156,397,28115950300,34.24770373014783,-88.99518950031766,Mississippi
28115950400,Mississippi,Pontotoc County,0,5080,1914,0,0,0.0,0,0,0,0,0,1,23.6,38329.0,0,0,0,0,0,0,0,0,,,,,,,5080.0,100.0,2438.0,47.99,1344.0,26.46,620.0,12.2,4293.0,84.51,655.0,12.89,7.0,0.14,1.0,0.02,4.0,0.08,120.0,2.36,97.0,1.91,22.0,1.15,282.0,14.75,5080.0,100.0,2438.0,47.99,1344.0,26.46,620.0,12.2,4293.0,84.51,655.0,12.89,7.0,0.14,1.0,0.02,4.0,0.08,120.0,2.36,97.0,1.91,22.0,1.15,282.0,14.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2396,1344,620,4293,655,7,1,4,120,97,23,278,28115950400,34.15412076742079,-88.9202388180708,Mississippi
28115950500,Mississippi,Pontotoc County,0,4784,1778,0,0,0.0,0,0,0,0,1,0,17.5,57802.0,1,1,0,0,0,1,0,1,866.0,866.0,,243.0,243.0,,4784.0,100.0,1703.0,35.6,1335.0,27.91,567.0,11.85,4247.0,88.78,362.0,7.57,12.0,0.25,0.0,0.0,11.0,0.23,152.0,3.18,139.0,2.91,157.0,8.84,153.0,8.59,4784.0,100.0,1703.0,35.6,1335.0,27.91,567.0,11.85,4247.0,88.78,362.0,7.57,12.0,0.25,0.0,0.0,11.0,0.23,152.0,3.18,139.0,2.91,157.0,8.84,153.0,8.59,866.0,18.11,243.0,5.08,219.0,4.57,108.0,2.26,836.0,17.48,21.0,0.43,4.0,0.08,0.0,0.0,0.0,0.0,5.0,0.11,8.0,0.16,37.0,2.06,28.0,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1688,1335,567,4247,362,12,0,11,152,139,139,134,28115950500,34.1553984565521,-89.12987639362744,Mississippi
28117950400,Mississippi,Prentiss County,0,4625,1873,0,0,0.0,0,0,0,0,0,0,16.6,51806.0,1,1,0,0,0,1,0,0,624.0,624.0,,259.0,259.0,,4625.0,100.0,2144.0,46.36,1027.0,22.21,765.0,16.54,4270.0,92.32,304.0,6.57,8.0,0.17,0.0,0.0,8.0,0.17,35.0,0.76,40.0,0.86,65.0,3.46,286.0,15.26,4625.0,100.0,2144.0,46.36,1027.0,22.21,765.0,16.54,4270.0,92.32,304.0,6.57,8.0,0.17,0.0,0.0,8.0,0.17,35.0,0.76,40.0,0.86,65.0,3.46,286.0,15.26,624.0,13.49,259.0,5.6,141.0,3.05,95.0,2.06,618.0,13.36,0.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,4.0,0.08,7.0,0.15,1.0,0.07,39.0,2.11,,,,,,,,,,,,,,,,,,,,,,,,,,,2206,1027,765,4270,304,8,0,8,35,40,78,321,28117950400,34.53931266016911,-88.48231566778934,Mississippi
28117950500,Mississippi,Prentiss County,0,1962,790,0,0,0.0,0,0,0,0,0,1,35.1,37798.0,0,0,0,0,0,0,0,0,,,,,,,1562.0,79.59,946.0,48.21,443.0,22.58,199.0,10.12,783.0,39.9,742.0,37.84,1.0,0.05,0.0,0.0,3.0,0.15,32.0,1.65,21.0,1.08,66.0,8.34,250.0,31.65,581.0,29.6,352.0,17.93,148.0,7.55,76.0,3.89,378.0,19.26,192.0,9.8,1.0,0.05,0.0,0.0,1.0,0.07,8.0,0.41,8.0,0.43,24.0,2.99,90.0,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,546,277,1004,913,1,0,5,39,22,93,353,28117950500,34.526524845125,-88.63856681668499,Mississippi
28119950100,Mississippi,Quitman County,0,2278,820,0,0,0.0,1,1,0,0,0,1,31.9,38370.0,1,1,0,0,0,1,0,0,2236.0,2236.0,0.0,1571.0,1571.0,0.0,2278.0,100.0,1596.0,70.06,682.0,29.94,252.0,11.06,428.0,18.79,1820.0,79.89,1.0,0.04,1.0,0.04,8.0,0.35,20.0,0.88,13.0,0.57,72.0,8.8,277.0,33.82,2278.0,100.0,1596.0,70.06,682.0,29.94,252.0,11.06,428.0,18.79,1820.0,79.89,1.0,0.04,1.0,0.04,8.0,0.35,20.0,0.88,13.0,0.57,72.0,8.8,277.0,33.82,2236.0,98.16,1571.0,68.98,665.0,29.19,249.0,10.93,414.0,18.17,1792.0,78.67,1.0,0.04,1.0,0.04,8.0,0.35,20.0,0.88,13.0,0.57,72.0,8.75,273.0,33.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480,682,252,428,1820,1,1,8,20,13,76,280,28119950100,34.3652277219189,-90.29471932114322,Mississippi
28119950200,Mississippi,Quitman County,1,1811,706,0,72,3.98,1,1,1,1,1,1,37.0,36016.0,1,1,1,1,1,0,0,1,1811.0,1811.0,1811.0,1121.0,1121.0,1121.0,1811.0,100.0,1121.0,61.92,413.0,22.81,323.0,17.84,457.0,25.23,1323.0,73.05,2.0,0.11,0.0,0.0,7.0,0.39,22.0,1.21,8.0,0.44,119.0,16.79,281.0,39.82,1811.0,100.0,1121.0,61.92,413.0,22.81,323.0,17.84,457.0,25.23,1323.0,73.05,2.0,0.11,0.0,0.0,7.0,0.39,22.0,1.21,8.0,0.44,119.0,16.79,281.0,39.82,1811.0,100.0,1121.0,61.92,413.0,22.81,323.0,17.84,457.0,25.23,1323.0,73.05,2.0,0.11,0.0,0.0,7.0,0.39,22.0,1.21,8.0,0.44,119.0,16.79,281.0,39.82,,,,,,,,,,,,,,,,,,,,,,,,,,,973,413,323,457,1323,2,0,7,22,8,120,270,28119950200,34.2513183951042,-90.2826263273133,Mississippi
28119950300,Mississippi,Quitman County,0,4134,1532,0,92,2.23,1,1,0,1,1,1,36.9,37647.0,1,1,0,0,0,1,0,1,3360.0,3360.0,,2455.0,2455.0,,4134.0,100.0,2844.0,68.81,1058.0,25.59,581.0,14.05,1496.0,36.19,2581.0,62.43,8.0,0.19,0.0,0.0,4.0,0.1,45.0,1.09,34.0,0.82,221.0,14.43,491.0,32.02,4134.0,100.0,2844.0,68.81,1058.0,25.59,581.0,14.05,1496.0,36.19,2581.0,62.43,8.0,0.19,0.0,0.0,4.0,0.1,45.0,1.09,34.0,0.82,221.0,14.43,491.0,32.02,3360.0,81.28,2455.0,59.38,907.0,21.94,424.0,10.26,903.0,21.85,2418.0,58.49,7.0,0.17,0.0,0.0,3.0,0.07,29.0,0.7,27.0,0.65,189.0,12.32,383.0,25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,2376,1058,581,1496,2581,8,0,4,45,34,223,496,28119950300,34.16703867125679,-90.28505208141756,Mississippi
28121020101,Mississippi,Rankin County,0,4772,1707,0,46,0.96,0,0,0,0,0,0,8.0,72260.0,1,1,0,0,0,1,0,0,1704.0,1704.0,,661.0,661.0,,4772.0,100.0,1496.0,31.35,1289.0,27.01,543.0,11.38,3422.0,71.71,1289.0,27.01,10.0,0.21,4.0,0.08,4.0,0.08,43.0,0.9,44.0,0.92,43.0,2.53,158.0,9.23,4772.0,100.0,1496.0,31.35,1289.0,27.01,543.0,11.38,3422.0,71.71,1289.0,27.01,10.0,0.21,4.0,0.08,4.0,0.08,43.0,0.9,44.0,0.92,43.0,2.53,158.0,9.23,1704.0,35.71,661.0,13.86,474.0,9.93,216.0,4.52,1077.0,22.57,612.0,12.83,4.0,0.08,3.0,0.05,2.0,0.04,6.0,0.13,5.0,0.1,14.0,0.84,57.0,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,1289,543,3422,1289,10,4,4,43,44,47,169,28121020101,32.471161599930674,-89.83856865190565,Mississippi
28121020208,Mississippi,Rankin County,1,6597,2678,0,0,0.0,0,0,0,0,0,0,2.4,84963.0,1,1,1,1,1,0,0,0,3074.0,5420.0,3074.0,351.0,684.0,351.0,5420.0,82.16,684.0,10.38,1210.0,18.34,1021.0,15.47,4777.0,72.41,516.0,7.82,52.0,0.79,0.0,0.0,8.0,0.12,67.0,1.02,99.0,1.5,9.0,0.35,49.0,1.84,3074.0,46.59,351.0,5.32,703.0,10.66,505.0,7.65,2602.0,39.44,394.0,5.98,39.0,0.6,0.0,0.0,1.0,0.02,37.0,0.55,61.0,0.92,0.0,0.0,27.0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924,1403,1370,5892,554,56,0,10,85,129,60,64,28121020208,32.29962785788115,-90.02193590765287,Mississippi
28121020209,Mississippi,Rankin County,1,4345,1940,0,0,0.0,0,0,0,0,0,0,2.2,85513.0,1,1,1,1,1,0,0,0,1437.0,2814.0,1437.0,140.0,371.0,140.0,2814.0,64.76,371.0,8.55,524.0,12.07,555.0,12.76,2599.0,59.81,131.0,3.02,31.0,0.72,1.0,0.02,3.0,0.07,48.0,1.11,38.0,0.88,44.0,2.25,3.0,0.16,1437.0,33.07,140.0,3.21,223.0,5.13,352.0,8.1,1379.0,31.75,25.0,0.56,16.0,0.37,0.0,0.0,2.0,0.05,15.0,0.33,16.0,0.36,37.0,1.89,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,822,754,3936,275,46,1,6,81,76,48,5,28121020209,32.38254711061518,-90.0182070924331,Mississippi
28121020210,Mississippi,Rankin County,0,4522,1636,0,0,0.0,0,0,0,0,0,0,1.9,122656.0,0,0,0,0,0,0,0,0,,,,,,,4522.0,100.0,289.0,6.4,1248.0,27.6,441.0,9.75,3972.0,87.84,478.0,10.57,40.0,0.88,0.0,0.0,8.0,0.18,24.0,0.53,29.0,0.64,0.0,0.0,73.0,4.46,4522.0,100.0,289.0,6.4,1248.0,27.6,441.0,9.75,3972.0,87.84,478.0,10.57,40.0,0.88,0.0,0.0,8.0,0.18,24.0,0.53,29.0,0.64,0.0,0.0,73.0,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,1248,441,3972,478,40,0,8,24,29,0,77,28121020210,32.44078390790968,-89.99016410612171,Mississippi
28121020212,Mississippi,Rankin County,1,2420,829,0,0,0.0,0,0,0,0,0,0,2.2,122279.0,1,1,1,1,1,0,0,0,1830.0,2398.0,1830.0,108.0,181.0,108.0,2398.0,99.09,181.0,7.46,691.0,28.57,230.0,9.51,2120.0,87.6,145.0,5.99,87.0,3.6,0.0,0.0,3.0,0.12,43.0,1.78,33.0,1.36,0.0,0.0,14.0,1.67,1830.0,75.61,108.0,4.44,530.0,21.92,151.0,6.25,1610.0,66.52,116.0,4.78,77.0,3.2,0.0,0.0,2.0,0.09,25.0,1.02,18.0,0.75,0.0,0.0,11.0,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,696,231,2141,145,87,0,3,44,33,0,18,28121020212,32.36835015419994,-90.00118463713159,Mississippi
28121020213,Mississippi,Rankin County,1,1410,593,0,0,0.0,0,0,0,0,0,0,3.3,85000.0,1,1,1,1,1,0,0,0,790.0,1410.0,790.0,137.0,245.0,137.0,1410.0,100.0,245.0,17.38,375.0,26.6,96.0,6.81,1078.0,76.45,269.0,19.08,39.0,2.77,0.0,0.0,0.0,0.0,24.0,1.7,20.0,1.42,5.0,0.84,38.0,6.41,790.0,56.06,137.0,9.75,219.0,15.56,59.0,4.2,666.0,47.27,103.0,7.33,12.0,0.88,0.0,0.0,0.0,0.0,8.0,0.58,4.0,0.26,3.0,0.44,20.0,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251,375,96,1078,269,39,0,0,24,20,5,38,28121020213,32.2872213007473,-90.00386267327822,Mississippi
28121020301,Mississippi,Rankin County,1,3073,1209,0,0,0.0,1,1,1,0,0,1,17.1,51600.0,1,1,1,1,1,0,0,0,900.0,2237.0,900.0,374.0,823.0,374.0,2237.0,72.79,823.0,26.78,611.0,19.89,325.0,10.59,1808.0,58.85,359.0,11.68,6.0,0.21,0.0,0.0,5.0,0.16,58.0,1.88,54.0,1.75,29.0,2.37,129.0,10.67,900.0,29.28,374.0,12.17,285.0,9.28,113.0,3.66,620.0,20.17,238.0,7.75,2.0,0.07,0.0,0.0,4.0,0.13,36.0,1.16,19.0,0.63,18.0,1.52,50.0,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157,826,463,2531,422,19,0,6,95,101,34,185,28121020301,32.290325320312924,-90.11422537159366,Mississippi
28121020401,Mississippi,Rankin County,1,4350,1587,0,0,0.0,0,0,0,0,0,0,15.7,55776.0,1,1,1,1,1,0,0,0,1436.0,3574.0,1436.0,412.0,1384.0,412.0,3574.0,82.17,1384.0,31.81,1008.0,23.18,380.0,8.74,2927.0,67.28,338.0,7.78,48.0,1.11,1.0,0.02,8.0,0.19,251.0,5.77,306.0,7.04,22.0,1.4,217.0,13.66,1436.0,33.02,412.0,9.47,384.0,8.83,173.0,3.99,1213.0,27.88,126.0,2.9,25.0,0.56,0.0,0.0,2.0,0.04,71.0,1.64,96.0,2.21,14.0,0.88,86.0,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775,1299,426,3375,642,49,1,11,272,328,21,232,28121020401,32.213927142927254,-90.18440908496642,Mississippi
28121020402,Mississippi,Rankin County,0,6003,2337,0,59,0.98,0,0,0,0,0,0,10.3,64200.0,0,0,0,0,0,0,0,0,,,,,,,4787.0,79.75,1626.0,27.09,1196.0,19.92,652.0,10.86,3713.0,61.85,981.0,16.34,21.0,0.35,1.0,0.01,1.0,0.02,71.0,1.18,66.0,1.09,99.0,4.25,142.0,6.09,3749.0,62.45,1255.0,20.9,944.0,15.73,524.0,8.73,2854.0,47.55,833.0,13.88,4.0,0.06,0.0,0.0,1.0,0.02,57.0,0.94,53.0,0.89,98.0,4.18,110.0,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169,1491,769,4600,1208,67,9,6,113,98,87,172,28121020402,32.214283265897,-90.11992941769807,Mississippi
28121020500,Mississippi,Rankin County,1,4591,19,1,4537,98.82,1,1,1,0,0,1,72.6,77955.0,1,1,1,1,1,0,0,0,4591.0,4591.0,4591.0,3498.0,3498.0,3498.0,4591.0,100.0,3498.0,76.2,97.0,2.11,391.0,8.52,1918.0,41.78,2650.0,57.72,4.0,0.09,1.0,0.02,5.0,0.11,13.0,0.28,32.0,0.7,0.0,0.0,0.0,0.0,4591.0,100.0,3498.0,76.2,97.0,2.11,391.0,8.52,1918.0,41.78,2650.0,57.72,4.0,0.09,1.0,0.02,5.0,0.11,13.0,0.28,32.0,0.7,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301,97,391,1918,2650,4,1,5,13,32,0,0,28121020500,32.234156556455446,-90.07573509258478,Mississippi
28121020703,Mississippi,Rankin County,1,1941,784,0,0,0.0,0,0,0,0,0,0,5.4,64500.0,1,1,1,1,1,0,0,0,945.0,1577.0,945.0,271.0,453.0,271.0,1577.0,81.24,453.0,23.34,352.0,18.16,282.0,14.54,1415.0,72.89,59.0,3.05,36.0,1.85,0.0,0.0,2.0,0.08,65.0,3.37,63.0,3.27,10.0,1.29,52.0,6.64,945.0,48.68,271.0,13.98,165.0,8.52,231.0,11.9,869.0,44.76,18.0,0.95,33.0,1.7,0.0,0.0,0.0,0.02,24.0,1.24,22.0,1.13,6.0,0.82,33.0,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580,428,347,1740,87,36,0,4,74,70,13,67,28121020703,32.27774887649339,-90.0692765262971,Mississippi
28121020801,Mississippi,Rankin County,1,2201,785,0,33,1.5,0,0,0,0,0,0,5.4,86827.0,1,1,1,1,1,0,0,0,1180.0,1865.0,1180.0,195.0,369.0,195.0,1865.0,84.73,369.0,16.78,510.0,23.16,190.0,8.62,1689.0,76.74,136.0,6.18,11.0,0.51,6.0,0.27,3.0,0.12,20.0,0.91,22.0,1.01,16.0,2.05,30.0,3.88,1180.0,53.61,195.0,8.85,329.0,14.96,114.0,5.17,1106.0,50.24,55.0,2.48,10.0,0.44,1.0,0.04,0.0,0.01,9.0,0.39,4.0,0.19,12.0,1.47,19.0,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,585,235,1905,248,12,6,5,25,23,17,36,28121020801,32.28218945567217,-89.97041754411678,Mississippi
28121020803,Mississippi,Rankin County,0,2052,770,0,0,0.0,0,0,0,0,0,0,9.0,89141.0,0,0,0,0,0,0,0,0,,,,,,,2052.0,100.0,647.0,31.54,514.0,25.05,227.0,11.06,1917.0,93.42,45.0,2.19,7.0,0.34,0.0,0.0,15.0,0.73,68.0,3.31,67.0,3.27,32.0,4.14,148.0,19.27,2052.0,100.0,647.0,31.54,514.0,25.05,227.0,11.06,1917.0,93.42,45.0,2.19,7.0,0.34,0.0,0.0,15.0,0.73,68.0,3.31,67.0,3.27,32.0,4.14,148.0,19.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697,514,227,1917,45,7,0,15,68,67,35,163,28121020803,32.20853007971757,-89.97608893903343,Mississippi
28121021001,Mississippi,Rankin County,1,6047,2299,0,0,0.0,0,0,0,0,0,0,7.1,72206.0,1,1,1,1,1,0,0,0,4583.0,5532.0,4583.0,1727.0,2044.0,1727.0,5532.0,91.48,2044.0,33.8,1483.0,24.53,649.0,10.74,5008.0,82.81,379.0,6.26,21.0,0.34,0.0,0.0,8.0,0.13,117.0,1.93,122.0,2.02,26.0,1.13,137.0,5.94,4583.0,75.79,1727.0,28.56,1211.0,20.03,549.0,9.08,4132.0,68.33,323.0,5.34,9.0,0.15,0.0,0.0,8.0,0.12,111.0,1.84,111.0,1.83,20.0,0.87,113.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105,1603,731,5479,414,23,0,8,123,126,31,145,28121021001,32.15853415099868,-90.1588533626576,Mississippi
28121021003,Mississippi,Rankin County,0,5073,1857,0,0,0.0,0,0,0,0,0,0,11.2,66207.0,0,0,0,0,0,0,0,0,,,,,,,5073.0,100.0,1624.0,32.02,1287.0,25.37,649.0,12.79,3988.0,78.61,1006.0,19.83,2.0,0.04,2.0,0.04,10.0,0.2,65.0,1.28,62.0,1.22,19.0,1.01,121.0,6.49,5053.0,99.6,1619.0,31.9,1281.0,25.25,645.0,12.71,3975.0,78.36,999.0,19.69,2.0,0.04,2.0,0.04,10.0,0.2,65.0,1.28,62.0,1.22,19.0,1.01,120.0,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1641,1287,649,3988,1006,2,2,10,65,62,20,128,28121021003,32.09481640189957,-90.14219960408168,Mississippi
28121980000,Mississippi,Rankin County,1,84,30,0,0,0.0,0,0,0,0,0,0,0.0,,1,1,1,1,1,0,0,0,66.0,84.0,66.0,8.0,10.0,8.0,84.0,100.0,10.0,12.33,18.0,21.43,14.0,16.67,61.0,72.62,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.38,2.0,2.38,0.0,0.0,0.0,0.0,66.0,78.38,8.0,9.66,15.0,17.98,9.0,10.15,53.0,62.72,11.0,13.28,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.38,2.0,2.38,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,14,61,21,0,0,0,2,2,0,0,28121980000,32.31683980318961,-90.07346579166442,Mississippi
28123020200,Mississippi,Scott County,0,4664,1709,0,0,0.0,1,1,0,0,0,1,24.7,42829.0,1,1,0,0,0,1,0,0,2392.0,2392.0,,1452.0,1452.0,,4664.0,100.0,2746.0,58.89,1257.0,26.95,612.0,13.12,2255.0,48.35,2302.0,49.36,24.0,0.51,1.0,0.02,3.0,0.06,79.0,1.69,101.0,2.17,97.0,5.67,335.0,19.6,4664.0,100.0,2746.0,58.89,1257.0,26.95,612.0,13.12,2255.0,48.35,2302.0,49.36,24.0,0.51,1.0,0.02,3.0,0.06,79.0,1.69,101.0,2.17,97.0,5.67,335.0,19.6,2392.0,51.28,1452.0,31.13,649.0,13.93,302.0,6.47,1089.0,23.36,1266.0,27.15,5.0,0.11,1.0,0.02,1.0,0.02,29.0,0.62,30.0,0.64,56.0,3.27,170.0,9.92,,,,,,,,,,,,,,,,,,,,,,,,,,,2722,1257,612,2255,2302,24,1,3,79,101,85,366,28123020200,32.52584707062232,-89.61783121482163,Mississippi
